VKGroup_1;VkGroup_2;Quantity
40427933;30022666;71
35349905;50348171;25
34274053;31969346;23
34274053;59570143;38
32041317;73581821;22
78019879;71770259;30
26127512;30022666;26
69589815;142251832;45
19542789;11982368;20
35238813;37119411;31
1177;41774259;21
160473982;49866476;26
31976785;11982368;23
36959676;39009769;25
26555975;53895352;34
33393308;16466790;32
38415798;63731512;38
4829;76982440;24
36184135;41041067;43
33769500;33874468;23
78019879;55310751;134
25232578;28950133;29
932;15548215;21
34215577;41814056;23
37119411;63442801;51
78019879;108468;39
29690457;31963425;21
16466790;78019879;29
24565142;25817269;27
34168005;36184135;48
60114472;77988045;31
29534144;145800770;36
29573241;460389;21
36147615;46252034;28
33393308;36507793;80
23684028;31308784;25
26284064;34116496;28
31480508;41813928;23
25205856;25557243;64
26555975;41814056;32
26970810;32194285;42
25153764;43010524;22
33338722;38683579;39
78019879;43010524;56
22798006;35143550;20
30022666;39966877;32
32041317;97902875;21
36164349;41538339;23
34274053;34580489;31
7984081;73965718;27
32127188;39009769;24
29246653;49439086;20
78019879;17655824;35
29534144;1672730;79
25205856;75219675;38
26858816;27725748;35
31480508;33769500;21
37119411;25153764;36
25205856;113071474;21
37911280;63731512;24
25205856;48512305;29
78019879;22768095;24
29534144;48539843;20
33393308;65652356;24
932;36184135;25
20845272;53895352;20
26750264;42968101;26
20629724;53845179;21
48652426;61047327;28
31935454;49388164;27
36775085;38834885;32
3551694;17064412;32
29534144;31920990;31
1388;56106344;27
1177;33621085;21
31976785;39321576;38
37119411;47696395;39
30525261;32509740;28
932;46252034;29
23213239;27725748;39
29534144;36047336;34
31480508;39966877;25
40167434;11982368;33
27932995;30022666;50
65960786;41041067;26
69589815;37119411;59
24089576;27531145;20
34116496;35486195;24
25205856;37753541;30
25205856;34504177;30
24823541;37119411;30
35486195;42968101;23
40202469;211437014;20
29534144;31547740;23
25153764;54295855;20
28627911;33118494;24
31976785;26858816;21
65960786;38233726;20
51254145;38818986;21
1177;26750264;41
932;161180646;21
24565142;27098092;24
29302425;41680212;20
932;30022666;60
38489;73944353;34
20629724;24098496;27
26750264;36507793;26
15755094;34137285;21
20629724;30767675;30
32370614;32041317;20
28950133;34118551;24
29302425;28129783;22
3551694;38683579;28
31513532;36184135;26
25758;37119411;26
25205856;132711327;36
26776509;34010064;62
15548215;34274053;21
23213239;23482909;27
60114472;32041317;24
63731512;66669811;25
60394841;91933860;20
24098496;44934832;21
25205856;29352303;52
40335272;63731512;31
38683579;76982440;42
35294456;34274053;25
31963425;44759043;26
38489;23464016;50
15755094;30559917;34
31480508;79863581;30
3551694;41680212;62
24098496;26356004;21
68995594;32041317;43
4325149;79138567;30
15755094;27932995;31
25346844;34118551;21
25205856;53895352;44
1177;41883468;26
54295855;76982440;44
31976785;34215577;51
29534144;26284064;35
25205856;26517977;44
94;25557243;22
28950133;31162722;20
41437811;57354358;28
33393308;62285932;23
78019879;48413872;33
24098496;59570143;33
31480508;27315475;31
30022666;53782768;67
1711;49439086;25
78019879;109575676;25
20629724;27211409;23
37119411;39450745;26
30022666;51254145;51
31480508;35486195;26
33538623;78423275;29
19542789;38415798;23
65464437;79123098;27
40202469;50776724;76
1711;34116496;55
30210603;19074642;20
25570041;30865126;24
38683579;49388164;23
37119411;111634944;26
29534144;29115409;29
31480508;32943546;48
29686754;30559917;30
29302425;33621085;50
24713873;27532326;22
87153802;60114472;35
26750264;28950133;44
78019879;8814453;178
160473982;27917858;21
1711;36775085;42
3551694;35154753;56
29534144;57844051;21
25421850;34598021;24
28;26112272;23
31545597;32194285;36
59336460;109863468;28
460389;23553134;30
25346844;35349905;27
26555975;25421850;24
22741084;45938293;21
31963425;32509740;20
32127188;34215577;36
26112272;77947518;27
25421850;25817269;44
24565142;55155418;21
41041067;57846937;21
28627911;37119411;69
33769500;42541008;25
24098496;26776509;40
30666517;63731512;40
26858816;63731512;22
25421850;26750264;34
26555975;70034991;72
932;55564029;23
32015300;41053835;21
439;37119411;20
26112272;36507793;29
4829;33393308;21
932;65937233;33
4325149;37119411;105
57846937;25557243;25
25117353;32127188;20
29534144;47256091;20
24089576;26127512;22
25205856;95543604;60
24098496;30602036;31
41437811;26750264;36
37119411;37008294;24
78019879;50334704;27
36209322;50911295;20
24098496;33769500;36
23213239;45938293;24
24098496;53845179;31
22822305;26112272;20
31480508;59336460;35
31480508;54530371;43
33769500;78019879;23
29684347;23475118;22
28362355;31805219;20
65652356;78423275;36
30022666;46521427;28
1672730;36775085;23
38683579;27797026;33
27725748;41053835;39
45745333;57846937;34
32127188;36775085;22
70493648;76982440;28
32041317;56910779;23
26970810;29178527;32
34580489;42541008;23
29534144;35385290;20
42092461;42541008;24
23626127;32509740;21
44759043;36775085;59
73476;38683579;27
50348171;63731512;53
29534144;9471321;40
1711;38233726;31
39321576;37119411;36
25205856;26674344;20
31969346;35632477;20
25205856;47206871;23
23553134;46252034;51
33874468;56106344;20
17655824;40567146;20
28950133;33621085;35
36507793;48413872;22
23626127;36775085;30
23553134;25205856;33
932;125004421;33
25232578;79138567;31
1177;31513532;30
34010064;34274053;26
22741084;29559271;33
38683579;46252034;29
23213239;27895931;23
26610299;37119411;31
25205856;51511917;25
25205856;278573;67
22798006;26970810;41
29686754;36147615;42
1177;346191;25
25153764;55554881;22
25232578;37119411;99
22798006;41883468;26
40202469;46305000;20
932;45690159;48
160473982;49962921;21
57846937;108468;26
23213239;28772416;21
63731512;90407517;37
15548215;36775085;23
15755094;25533848;23
25232578;31319658;24
58737741;31969346;22
37119411;26127512;36
29534144;932;60
1388;22822305;31
23626127;29559271;35
34116496;76982440;43
25205856;4325149;215
78019879;41814056;37
3551694;1333947;29
74404187;106403873;20
63731512;60394841;21
41437811;78019879;55
27637181;37119411;20
35595350;1672730;35
44759043;23626127;24
460389;32041317;39
36166073;37911280;20
38233726;63731512;30
40202469;28627911;24
1672730;4325149;82
29302425;31513532;35
37119411;41813928;79
25205856;32041317;151
439;28938560;20
24098496;31935454;84
40202469;38233726;23
25232578;77947518;32
32943546;91933860;39
1177;35068738;21
25752703;32041317;33
932;88599290;38
27725748;23626127;21
32509740;36184135;37
65960786;4325149;21
30022666;44743077;27
31428243;34215577;20
25205856;1239834;31
29559271;36507793;73
460389;30525261;23
29302425;29439161;26
354372;38415798;20
68995594;76982440;52
26127512;32194285;42
30022666;39321576;60
40427933;32041317;58
23213239;30210603;23
24098496;36164349;23
932;35349905;23
4829;37008294;21
17655824;42811897;24
25117353;25205856;33
25205856;34116496;167
33769500;24089576;20
25346844;29534144;29
44759043;41437811;26
28627911;29559271;30
32194285;40167434;60
38489;63731512;62
36941068;37119411;42
26555975;27725748;33
1711;36008740;22
32041317;39500620;28
78019879;26284064;50
48652426;58060828;24
41053835;63731512;65
25189523;26610299;21
29534144;74404187;148
4325149;40923474;22
32127188;29518065;24
125004421;33393308;23
44759043;27315475;20
5880263;27725748;25
22522055;24565142;21
28950133;25232578;26
34168005;42811897;20
31480508;23553134;43
932;38415798;25
22942343;36147615;23
37119411;37684434;22
103027469;34274053;21
363406;25205856;22
78019879;28905875;25
34305040;78019879;26
4325149;25570041;23
29559271;24713873;22
38683579;58737741;43
24098496;152624627;23
460389;32015300;20
38683579;43215063;30
19542789;36775085;29
66036248;63442801;29
11982368;25232578;82
25232578;34305040;22
31480508;44409353;22
11982368;42706552;23
30525261;34116496;27
22798006;31935454;21
78019879;78004698;44
34116496;41053835;28
41538339;34168005;24
29302425;25752703;41
28587219;31963425;26
50409684;15755094;26
78019879;68171501;24
29559271;48210134;37
28905875;55264762;21
25117353;32439535;21
2158488;34274053;25
29302425;25232578;53
932;91453124;43
42496831;63442801;25
29302425;33842750;24
78019879;184860963;21
22798006;49266632;22
17379212;24086381;28
34384434;63731512;47
25205856;27211409;84
28981879;35143550;22
30525261;37119411;89
24396213;38683579;21
94;30602036;22
29534144;125004421;126
37119411;38905391;47
150550417;32041317;27
29686754;34137285;26
4325149;25336774;32
26112272;63731512;36
38683579;41053835;74
22798006;29178527;28
31513532;39321576;35
29534144;46521427;46
22798006;30559917;37
25205856;211437014;20
27315475;34274053;21
78019879;114426022;46
26112272;58712172;22
26555975;31935454;68
346191;34168005;20
23553134;28261334;32
32439535;37008294;20
31976785;34274053;79
60397113;69577246;38
2158488;19542789;26
24098496;31319658;25
15755094;32131490;20
40202469;74880417;35
36928352;78019879;20
25205856;30159897;42
11982368;33338722;24
30022666;67580761;45
27797026;28362355;23
29573241;78019879;28
31636785;37119411;57
932;48149358;23
5880263;29559271;26
54295855;31935454;20
25205856;40700944;42
20629724;48149358;21
35595350;38683579;26
32194285;41827660;21
25346844;57846937;26
32041317;135856652;21
1711;26750264;56
11283947;25232578;20
36147615;39966877;24
38489;50776724;41
28950133;38683579;71
45613675;63731512;22
26555975;35294456;20
23148107;26750264;21
35294456;35349905;26
29302425;78019879;36
25232578;34274053;58
460389;27895931;25
17568841;32376169;20
29559271;35850939;24
34215577;34305040;40
40167434;53845179;21
33338722;41437811;24
69589815;166414649;35
28950133;38462835;27
1177;73476;23
25232578;43921957;20
1711;45938293;20
36184135;39441344;22
23245066;36184135;20
90730773;63731512;32
34274053;41813774;28
34215577;49439086;56
41041067;42763042;20
46521427;63731512;27
34215577;41883468;27
33393308;50911295;20
30022666;150550417;24
40202469;54898645;28
11982368;77947518;29
25205856;26284064;33
20845272;38834885;32
17655824;34215577;31
22798006;47131705;25
73476;30022666;25
25205856;108468;52
28627911;31935454;21
78019879;6827569;41
55059952;24234717;21
23626127;4325149;23
29559271;11982368;43
34483558;24098496;28
28950133;30936477;20
29686754;34486229;32
346191;36147615;20
31969346;34274053;22
73476;30559917;21
38683579;40586683;20
25205856;30022666;155
94;36184135;29
24089576;32041317;20
78019879;79042454;43
30022666;36326284;27
30447908;35486195;21
24098496;48618580;31
37119411;4325149;76
32509740;35486195;22
72495085;24086381;22
30022666;43776215;21
31480508;3551694;20
33393308;71741545;26
30210603;64987855;31
78019879;109196188;38
65464437;26750264;26
40202469;17655824;70
17655824;24565142;40
25205856;84793390;36
25336774;26841281;20
40202469;1269905;67
38683579;24263942;25
50409684;29559271;45
31976785;460389;24
4325149;26284064;25
33769500;26970810;20
78019879;55564029;31
1388;41890491;21
32342123;36775085;21
32943546;36507793;62
56106344;63731512;57
460389;38415798;29
23148107;37119411;49
12382740;35294456;22
29534144;44759043;55
38683579;34274053;53
32112479;37119411;33
4325149;78423275;40
33393308;79138567;29
63731512;125004421;35
78019879;38834885;50
25117353;33301261;24
23626127;41053835;30
32041317;44759043;21
30666517;50348171;21
24089576;29559271;32
27315475;37119411;28
15755094;35486626;29
29559271;40316705;36
34215577;33874468;29
40167434;1672730;29
37495032;56180300;21
38489;460389;28
22798006;41538339;35
25189523;38683579;54
24098496;108468;36
40202469;25232578;23
30936477;41053835;23
25205856;12648877;29
5669254;111086033;26
31935454;63442801;23
25276999;37119411;39
112510789;34274053;24
78019879;159882;45
28477986;34483558;24
25336774;35595350;26
460389;24565142;23
1177;34199707;20
17655824;41053835;22
45745333;37119411;21
30210603;34168005;34
30936477;37119411;48
26555975;40167434;51
40202469;3118237;73
11283947;26356004;22
34118551;38683579;35
91933860;111557607;31
1711;23433159;20
55155418;78423275;26
29686754;37119411;73
24089576;34483558;24
94;24098496;33
33874468;60114472;27
34215577;39500620;20
36184135;40167434;52
15755094;26112272;40
42307767;37119411;23
28950133;36775802;22
30022666;30936477;31
23213239;32509740;26
24098496;38905391;21
3551694;10148531;34
28587219;32509740;21
25117353;25189523;26
26555975;37008294;45
29559271;41437811;71
53845179;76982440;39
19524796;31969346;21
28261334;29559271;31
36166073;25679656;23
25336774;30022666;27
26858816;29905631;21
26970810;41053835;24
27098092;31935454;21
36047336;37160097;22
48868052;63731512;21
49439086;56106344;28
22798006;34199707;44
78019879;53782768;28
32041317;30666517;26
36147615;41813774;41
33769500;41883468;23
30022666;106084026;35
25205856;26970810;38
24089576;29302425;45
68995594;63731512;42
23626127;25813425;22
37119411;48540538;50
33769500;41538339;32
25557243;33393308;22
29559271;40202469;22
11982368;24713873;31
25752703;46252034;21
31969346;54530371;32
932;31969346;60
32939817;36184135;25
29559271;33621085;42
28673372;30022666;22
1711;25752703;22
29534144;34298047;25
11283947;32041317;20
25205856;76982440;166
23553134;54530371;39
60511457;80799820;20
25117353;34137285;24
78019879;37119411;191
69275738;25336774;25
66687279;76982440;33
38683579;20845272;28
33393308;36184135;23
25205856;98154015;26
34274053;40335272;23
32615394;39321576;21
87153802;27932995;20
1711;48512305;24
50409684;87389803;22
30022666;22942343;21
27932995;33874468;27
26555975;30559917;33
41538339;42763042;27
19542789;40202469;21
346191;26750264;21
30022666;25533848;28
20845272;36184135;20
31319658;37119411;31
15755094;59570143;25
25205856;63442801;229
29559271;41538339;57
60397113;29559271;25
28950133;52537634;23
34168005;51189706;25
25346844;29905631;24
25346844;25533848;20
63731512;40202469;22
20629724;20225241;31
38818986;92583139;23
24098496;36775802;31
30022666;184860963;24
25189523;24098496;31
786;30559917;21
25205856;25451458;22
32041317;78543917;27
42968101;60114472;24
37948240;91933860;28
24086381;148115211;20
19542789;22798006;22
26555975;29690457;44
16466790;30159897;24
26858816;35294456;23
15755094;25380626;34
30315369;34274053;23
25336774;40575907;20
29686754;26750264;21
33769500;41437811;44
29534144;460389;44
34274053;45938293;26
26112272;43921957;21
40202469;42849845;20
37495032;65652356;52
39009769;63731512;47
17655824;31545597;25
36147615;41890491;21
26750264;11982368;30
32194285;47610608;21
50409684;63731512;61
27797026;30022666;59
78019879;142049550;37
65464437;40427933;59
74404187;91933860;67
31547740;41053835;21
25205856;39966877;39
32041317;33538623;23
460389;17655824;42
26555975;26970810;29
49866476;58425455;34
32439535;43772432;20
37119411;40103104;32
76982440;95543604;21
78019879;59592700;183
29518065;38415798;23
25346844;26970810;33
25421850;29559271;45
31935454;57354358;23
29832607;30022666;33
26307864;38462835;31
29302425;34889014;31
41437811;45023794;20
31480508;38228449;21
108468;17568841;26
29842742;37119411;20
22822305;26127512;22
65464437;58060828;100
25205856;27179774;40
23553134;27797026;22
38683579;87153802;20
24098496;33489538;63
25153764;30022666;36
34889014;63731512;26
31480508;60114472;38
29905631;32708863;27
26555975;26841281;22
30525261;25117353;38
28129783;63731512;21
26127512;29690457;34
29690457;34274053;35
51254145;148438786;20
25752703;40167434;26
29302425;23684028;40
29559271;42811897;29
36147615;37008294;41
78019879;169934613;38
30315369;46252034;26
32370614;34274053;23
29534144;132711327;28
29832607;31969346;22
29534144;97902875;29
32509740;63731512;41
15755094;34483558;37
29348258;38683579;20
25232578;23684028;28
33393308;15548215;28
69563163;92583139;20
35349905;35486596;41
932;25336774;44
40427933;72495085;50
65464437;59065357;38
40202469;58990585;40
23170931;27121021;28
35595350;28261334;21
33874468;34274053;44
26555975;52537634;25
1177;45938293;24
29690457;36047336;28
78019879;56611080;25
34215577;38664418;22
40836944;63731512;23
40202469;89562865;39
25205856;25570041;59
32439535;35486195;25
1672730;32943546;37
41053835;60394803;21
25205856;34199707;36
38233726;30559917;25
25205856;87389803;36
25153764;32509740;23
34215577;48210134;23
31636785;38683579;23
44759043;11982368;31
31480508;25205856;31
24086381;63731512;39
25232578;15755094;41
25205856;37160097;38
31513532;35349905;24
37119411;37160097;36
26217154;34274053;30
25205856;55564029;21
30525261;38834885;26
932;31480508;36
35285306;37119411;32
40202469;143106820;77
34116496;39236499;24
35349905;83515968;20
29302425;51254145;29
32041317;32342123;26
3551694;28950133;24
26555975;29518065;23
12648877;78019879;22
36507793;80512191;36
17655824;65652356;20
4325149;42496831;54
34384434;37008294;23
23684028;26555975;20
29445319;77692614;22
17568841;76982440;39
50409684;22798006;31
40886007;63731512;51
28627911;29686754;46
26970810;31963425;27
30210603;30936477;24
1177;42541008;21
78019879;52905059;24
22798006;33393308;32
27725748;40167434;30
41437811;46252034;32
203677279;213802301;33
36941068;63731512;35
23213239;38664418;21
38489;179838543;32
29534144;15755094;77
34215577;42811897;20
24823541;63731512;24
28627911;36618389;21
24713873;38683579;38
31076033;56106344;21
19542789;22522055;24
29534144;91050183;30
25817269;34215577;23
26776509;63731512;47
1239834;20225241;20
36775085;40202469;21
36164349;39153701;23
78019879;64912153;34
37119411;91933860;44
41437811;47591566;21
29559271;51254145;23
26307864;35486195;26
1177;79863581;20
23482909;34274053;21
30666517;76982440;23
29559271;932;21
11982368;31319658;27
37008294;39321576;23
33393308;34305040;20
27797026;30525261;25
24565142;35486626;29
20629724;24086381;54
25205856;29115409;39
29534144;97665403;23
78019879;54799175;20
59570143;62438886;22
24089576;37008294;33
25205856;30525261;49
41437811;41538339;36
25679656;34168005;22
25205856;69275738;34
32169959;37119411;22
5880263;30559917;21
29302425;27895931;21
50409684;26750264;28
32194285;35113021;56
33393308;68995594;32
3551694;32346453;28
28627911;41538339;22
40202469;70292912;42
24313746;37119411;22
25205856;80358348;22
26750264;30022666;79
33393308;22822305;20
25232578;125004421;25
25205856;28845160;22
24089576;28129783;28
37119411;47218327;20
19542789;20845272;21
66687279;63731512;21
23213239;25346844;44
3551694;17655824;29
31480508;34116496;29
29302425;66036248;43
15755094;31513532;25
1711;25117353;40
4325149;65652356;29
25232578;51873373;20
29559271;66036248;31
25205856;120879;32
40202469;29690457;28
78019879;48149358;22
38664418;63731512;23
40202469;63731512;104
24421364;31969346;23
31480508;27725748;26
28122932;32194285;21
15548215;77947518;25
125004421;74404187;49
29302425;37684434;35
29534144;32804027;20
73476;20845272;23
69563163;76982440;26
29534144;67580761;42
19542789;25117353;40
22798006;27121021;40
24565142;41814056;24
32194285;78019879;32
36166073;31805219;22
25752703;33874468;21
24098496;26270763;25
68995594;33393308;23
15755094;28261334;51
29686754;36959676;24
30525261;33080201;20
26750264;22798006;21
37119411;88497493;23
29534144;45491419;24
30022666;31862851;32
78019879;22942343;31
25117353;30210603;30
19524796;24383308;27
26970810;40167434;24
31920990;31963425;22
29559271;34580489;32
33080201;34168005;38
19542789;47696395;37
30022666;59336460;20
27797026;41525215;31
59336460;30539192;28
29559271;31428243;20
29559271;62067277;21
23213239;23611958;23
78019879;60511457;22
29302425;33338722;57
19542789;38379853;24
29534144;62902696;20
23170931;31805219;21
26307864;33134232;31
34116496;65652356;20
24098496;69563163;32
38683579;47679753;29
25205856;28950133;81
25336774;52537634;22
25869828;27797026;21
26217154;32194285;28
25205856;35385290;122
40202469;54530371;27
17568841;4325149;22
31480508;57876954;33
19542789;31319658;21
22822305;54530371;24
31076033;78019879;24
19542789;23342771;23
26555975;41813774;36
31480508;44781847;21
34215577;34580489;27
25205856;36286006;22
24098496;39500620;25
5880263;28950133;23
29348258;34168005;29
4100014;16466790;22
11982368;23304496;23
26356004;43281341;57
26776509;36184135;20
28950133;34580489;31
26307864;31478728;23
87153802;11982368;22
23475118;30022666;20
37119411;48868052;24
37119411;77988045;27
33769500;60394803;20
78423275;1672730;22
23213239;60114472;26
40202469;17568841;26
37119411;28;24
28627911;25153764;20
31963425;35349905;30
11982368;41171744;21
3551694;35088509;24
24089576;38462835;27
34747103;35154753;22
73476;36047336;31
38489;113071474;22
998490;15755094;20
94;31480508;33
73476;36184135;20
37008294;53895352;23
25421850;33134232;21
34215577;25205856;37
31976785;36775085;41
29302425;44781847;29
31480508;460389;32
94;2499902;56
17655824;31963425;28
37119411;54566161;33
65464437;66687279;20
55059952;78019879;22
22942343;24565142;20
26307864;30525261;38
24098496;29178527;45
29832607;40167434;23
25232578;47696395;27
37008294;38683579;36
26307864;41041067;48
78019879;48006306;23
32041317;26112272;21
31920990;63731512;30
37008294;63442801;21
87153802;28950133;20
25533848;37119411;23
28;25205856;31
3551694;151288610;29
40202469;30069880;30
33621085;23530818;22
65960786;91050183;36
29534144;41813928;39
24098496;27179774;29
31480508;41053835;31
932;78004698;20
33393308;54799175;20
78019879;56180300;65
25232578;16466790;26
26555975;44759043;46
63731512;24086381;28
23684028;32376169;38
34215577;36147615;61
23464016;69577246;20
37119411;47004738;22
25205856;23637723;21
31480508;32375815;23
60114472;41813928;20
40427933;57876954;24
24086381;47630162;20
31480508;91050183;38
25336774;37119411;36
57846937;78019879;32
57876954;63731512;25
30022666;78543917;38
25205856;41827660;46
65464437;45251830;30
32943546;53845179;24
40167434;41437811;38
29684347;31545597;27
125004421;25205856;31
11982368;34598021;25
23553134;69563163;24
25205856;89513271;25
22798006;14897324;20
22798006;38363244;24
65652356;49962921;20
29534144;32439535;24
29716377;64964821;24
45842880;54682800;29
26307864;33842750;24
23213239;33291029;22
60114472;32943546;32
24098496;35983383;22
41437811;79042454;26
33769500;47679753;25
29690457;38683579;50
32422548;37119411;25
78019879;1441;50
1980;4100014;24
15755094;32127188;28
27797026;30315369;21
25205856;31920990;37
28950133;48940689;32
28950133;41883468;24
30022666;41525215;24
37119411;1672730;40
22822305;28261334;38
31480508;33489538;21
26555975;30767675;23
26307864;39441344;24
90730773;24565142;23
3967881;28261334;23
29832607;43215063;23
25205856;33621085;40
26307864;28587219;24
36166073;22798006;32
24098496;41814056;40
23213239;54295855;20
63731512;77947518;29
37119411;38818986;31
23482909;78019879;27
27098092;32194285;22
31935454;38415798;23
37119411;42109398;21
31480508;34483558;34
30936477;34116496;22
35349905;41437811;24
1711;38363244;21
33769500;48940689;23
40202469;108468;27
36507793;55155418;49
38233726;29686754;23
31480508;29559271;47
23213239;28556858;29
23213239;29686754;21
35486626;45613675;20
30022666;40836944;26
58060828;65464437;47
25205856;31545597;53
1711;30602036;21
33393308;33489538;24
36775802;57876954;20
41041067;48868052;21
26750264;57876954;20
32194285;36164349;21
29559271;40020304;22
23553134;29559271;53
40202469;6120204;36
37008294;37495032;21
78019879;140355142;33
29534144;112709585;28
11982368;27725748;22
26112272;33415527;25
87153802;34274053;33
25205856;76477496;54
41437811;38683579;38
40202469;29559271;62
17655824;25205856;46
19542789;32439535;22
23475118;25153764;22
19542789;25232578;23
28673372;29905631;20
25117353;30447908;21
43369725;47591566;22
32194285;4325149;35
31976785;41437811;70
22822305;25557243;24
40886007;4325149;32
24421364;63731512;28
15755094;32015300;20
26970810;30559917;21
36184135;11982368;20
29534144;23995866;31
33769500;48210134;23
38489;34483558;30
3118237;36184135;22
25205856;38233726;25
28261334;30022666;28
25205856;72495085;46
26750264;31976785;41
57846937;74404187;24
5669254;30748170;34
25557243;110924669;29
26776509;27932995;27
20845272;41437811;21
91933860;9471321;24
34215577;90552903;22
40886007;41437811;25
39009769;24098496;21
40202469;110697506;22
60114472;63731512;57
37119411;49597365;33
25205856;25276999;58
15755094;32194285;49
28950133;53782768;26
26750264;34580489;26
33393308;19720218;20
26217154;37119411;37
23611958;24098496;24
78019879;148438786;33
29534144;106403873;41
23475118;25346844;23
26307864;29686754;26
11283947;37008294;21
37119411;25232578;52
30022666;70493648;38
29534144;23148107;21
33874468;37119411;74
29302425;38462835;46
28772416;37119411;25
57846937;101982925;28
25205856;35068738;32
41437811;35595350;22
17568841;79138567;21
28950133;41041067;34
24098496;35154753;27
87153802;31920990;21
29302425;50911295;20
29302425;24421364;29
60394841;63731512;33
30210603;48587079;65
1177;35294456;27
25205856;8830886;24
30022666;31935454;66
31935454;44759043;20
29302425;4100014;28
29559271;40836944;26
26858816;45938293;23
31969346;91933860;32
26750264;39236729;21
16466790;78423275;41
31480508;58737741;48
29559271;32169030;27
15365973;28261334;21
32194285;34612773;22
29302425;34964358;25
54295855;55310751;59
108468;38683579;23
1177;48210134;21
932;15787;45
29534144;109575676;22
63731512;74404187;82
36959676;23170931;21
1177;38233726;31
78019879;106849164;42
32943546;34866950;24
31480508;69275738;30
26555975;41589556;21
31976785;91050183;27
1980;34116496;29
78019879;74058720;42
29302425;60114472;41
24098496;29461256;22
40202469;36959676;25
22798006;34483558;53
26284064;33393308;20
29559271;60394803;21
24098496;41813928;65
28950133;32041317;31
26776509;34274053;41
932;35285306;22
38489;28477986;20
29690457;40167434;28
22798006;27531145;23
29534144;38594501;23
41437811;26970810;20
30210603;105169002;33
25205856;46252034;48
37119411;26555975;36
34215577;36959676;32
29559271;41774259;28
1711;23626127;27
31480508;25752703;25
29534144;147286578;29
63731512;26356004;26
27098092;76982440;22
7984081;57847114;36
29559271;35154753;21
63731512;28261334;29
60114472;74404187;27
42968101;22142529;22
29534144;33880573;23
34215577;24565142;28
932;51126445;52
26858816;44759043;21
25752703;29302425;23
38379853;58737741;21
30022666;32127188;35
43215063;24098496;27
1743189;34355441;25
15755094;17655824;74
25205856;37495032;35
29534144;211437014;22
48652426;60511457;34
30022666;41437811;116
24098496;34168005;50
28627911;31428243;28
25205856;38683579;109
32041317;37008294;34
22798006;23170931;33
23213239;31976785;35
42541008;90730773;22
22798006;29518065;29
26356004;37119411;21
25205856;33301261;26
4325149;25346844;26
38683579;38415798;26
25117353;26112272;23
17655824;31786047;24
78019879;29302425;53
44759043;41053835;21
1177;37008294;30
65464437;48652426;78
29559271;34483558;78
26713492;32041317;22
25346844;32127188;28
26555975;73476;22
41437811;27797026;25
65464437;25153764;29
34483558;36147615;45
29302425;35068738;24
34274053;51189706;36
41437811;31545597;20
34168005;34580489;28
44759043;15755094;25
29302425;22798006;50
65960786;29559271;31
41437811;40886007;26
40202469;57199565;27
40202469;29312065;20
65464437;150727887;39
15548215;58712172;28
22798006;30666517;21
29534144;56210743;20
34215577;38462835;23
31480508;76477496;26
32194285;32943546;25
41437811;31513532;23
24086381;26356004;85
38489;172669214;20
5669254;59065357;23
24089576;39009769;23
24098496;60394841;21
40202469;24565142;51
28950133;48210134;26
30559917;36692222;26
3551694;75932344;28
57846937;51189706;28
29559271;36868476;28
28261334;36775085;20
40567146;41437811;30
28261334;34274053;31
25421850;26970810;39
30210603;87722708;20
65960786;30022666;73
31480508;184860963;30
25232578;30022666;46
29534144;39441344;20
26750264;25346844;43
38489;48618580;24
63731512;30666517;25
16466790;55155418;25
78019879;152624627;27
35349905;38415798;29
36775085;44674375;20
41437811;22822305;20
17655824;29246653;27
25117353;40316705;21
29534144;111557607;38
38489;17064412;23
33769500;38233726;21
23308460;37119411;21
78019879;38664418;223
25205856;31428243;31
65464437;36147615;25
29534144;83515968;47
15755094;35349905;35
30525261;31976785;30
29302425;48618580;34
24098496;23475118;32
29534144;28229175;21
29559271;41680212;26
1177;54683887;96
35486195;41041067;21
78019879;31041390;28
63731512;64497138;25
25205856;24713873;39
129368275;8814453;20
15755094;38415798;49
28950133;35486195;29
25346844;27895931;25
30666517;31480508;32
31976785;40316705;23
63731512;48149358;44
30022666;23553134;39
25205856;29518065;43
460389;49439086;22
998490;76982440;21
11982368;36184135;31
51254145;92583139;25
15755094;4325149;45
37119411;77140183;24
33338722;44759043;29
23213239;26970810;24
20629724;932;29
43215063;50409684;21
23553134;31969346;61
16466790;28261334;32
23213239;31963425;20
23626127;32127188;25
27797026;36507793;28
39236499;63731512;25
32439535;36147615;25
1177;20629724;23
78019879;24396213;38
37119411;33489538;28
26841281;63731512;27
34118551;40167434;20
1177;23626127;23
38489;47696395;24
38683579;69671264;35
25205856;22768095;20
29534144;27098092;30
25336774;55155418;27
37119411;64980863;26
28950133;31920990;24
9073074;38683579;20
28627911;30936477;29
31976785;34305040;35
29573241;1415705;22
29559271;51189706;48
63731512;71960446;31
33769500;43215063;24
29302425;35915449;25
29534144;26713492;33
22942343;41437811;27
35595350;41437811;26
108468;4325149;35
29534144;49439086;38
34274053;31935454;29
31935454;60114472;23
78019879;65652356;359
30022666;37008294;80
66036248;57354358;22
57846937;32041317;45
36775085;78423275;42
29302425;165838780;20
25336774;78423275;44
40202469;35089431;20
15755094;32943546;35
24089576;4325149;35
37119411;34116496;28
36184135;41525215;22
22942343;31545597;20
33393308;51254145;26
26555975;25153764;49
32194285;66036248;23
57846937;46521427;27
1980;35349905;20
25117353;69547083;21
34215577;40335272;25
30022666;28556858;22
