VKGroup_1;VkGroup_2;Quantity
22822305;31976785;26
41538339;42092461;20
30022666;46117626;27
25346844;32194285;74
27797026;25117353;23
27895931;33338722;28
90730773;34274053;27
23213239;32194285;43
17655824;22822305;36
25817269;90730773;24
22741084;28673372;20
40167434;25153764;59
29348258;30559917;22
29559271;1388;23
932;40575907;38
45613675;90730773;21
27797026;38363244;27
51345945;31969346;32
22798006;23783750;28
38415798;38834885;27
29559271;34451036;25
23553134;32194285;26
23213239;30525261;26
31480508;35294456;53
29686754;34378493;31
460389;34215577;60
29302425;25153764;74
24098496;63731512;192
50409684;25205856;88
29246653;29302425;47
43215063;48512305;25
78019879;33769500;46
33393308;47206871;21
37119411;48940689;42
24098496;27973101;30
23148107;32194285;21
1177;38379853;28
28950133;41538339;35
31480508;37008294;58
91050183;56106344;23
24098496;35113021;33
37119411;52735667;24
39009769;40335272;27
40335272;32194285;20
25153764;34274053;62
26555975;31976785;27
29246653;65960786;26
32194285;90730773;69
29534144;41053835;43
41437811;33769500;24
1388;34274053;38
34215577;28950133;41
29559271;6136139;31
36008740;38379853;25
1177;26858816;27
29302425;33080201;50
27895931;33769500;31
57846937;29302425;27
31976785;12648877;22
29559271;31516466;31
20629724;37119411;98
460389;25679656;23
27121021;37119411;36
39321576;46252034;24
22798006;26858816;42
180554744;491;20
29302425;33118494;27
1177;90730773;48
29302425;47679753;56
28673372;32708863;23
31752409;34118551;27
30086880;37119411;24
29559271;34168005;65
38683579;46117626;27
37119411;90730773;67
36184135;36941068;34
40427933;34274053;74
23213239;17655824;36
29246653;41437811;54
26555975;25003603;122
15755094;25679656;22
16945011;37119411;21
41437811;108468;28
30525261;45938293;56
27895931;34384434;31
460389;23148107;55
23482909;32041317;20
22798006;12382740;35
26307864;26970810;38
29246653;36941068;29
211232966;37119411;31
2158488;15755094;26
54530371;72495085;57
40567146;41525215;24
50409684;44759043;24
23213239;26127512;33
24098496;35034571;27
22741084;37119411;57
24098496;28673372;53
38683579;36959676;20
26750264;27531145;22
15755094;26307864;25
36166073;32439535;39
57846937;52537634;46
24565142;91933860;25
78019879;39009769;32
33769500;34274053;74
37119411;44759043;51
17655824;28556858;25
12648877;14897324;39
26555975;33393308;47
28950133;37119411;100
36959676;41538339;29
43772432;24098496;20
43879004;47118092;22
22798006;39009769;51
29559271;36184135;61
27797026;17655824;24
1388;27797026;20
23213239;54530371;21
14897324;37119411;29
34274053;34384434;45
24098496;48149358;41
29302425;31752409;34
26555975;49840023;20
43215063;25346844;28
25153764;30666517;22
32194285;35349905;54
27797026;29246653;29
41437811;152624627;23
31976785;38233726;21
35486195;32509740;23
34116496;36775085;34
1388;932;99
12382740;26858816;39
932;33393308;72
26307864;28673372;36
36166073;46117626;28
25346844;25873533;29
65464437;26555975;59
38683579;22522055;20
34483558;45613675;22
22822305;24713873;21
78019879;26307864;20
26555975;26307864;22
36166073;38379853;39
24713873;32194285;39
29534144;25117353;59
40335272;43772432;20
34168005;40335272;25
65960786;41437811;32
22798006;34451036;20
25117353;45613675;41
33769500;33338722;33
20629724;33393308;81
32943546;34274053;22
26555975;48319873;21
30022666;36775085;75
25346844;33338722;53
38683579;40335272;33
35486195;28627911;27
29559271;33338722;69
17655824;20225241;25
26750264;35486626;20
29302425;33393308;78
32943546;37119411;48
33769500;48868052;26
29064821;34116496;38
26307864;35285306;27
108468;37008294;40
107497838;25346844;21
29302425;39281167;43
43215063;43879004;24
34199707;36184135;28
73476;30328106;20
40167434;38834885;30
41437811;48618580;20
26555975;108468;20
48319873;32194285;35
17655824;19720218;26
32708863;34483558;25
22798006;55662720;25
20629724;54530371;102
29559271;24565142;58
38683579;39728801;31
41827660;41887171;20
34215577;41807730;22
50409684;932;96
33489538;44759043;21
460389;30559917;20
29559271;39236729;43
41437811;33338722;31
36959676;32439535;23
91933860;95543604;25
30525261;44759043;29
36184135;41538339;46
23148107;34215577;41
113071474;36184135;26
28950133;44759043;37
27895931;29559271;43
34483558;34274053;23
29302425;33608666;24
22798006;38379853;41
25153764;95543604;21
39009769;41538339;28
22822305;30315369;38
24098496;25117353;117
39728801;90730773;20
30022666;17655824;53
29302425;42092461;38
29559271;24098496;87
19542789;76477496;71
41437811;29302425;47
1177;33338722;25
17655824;29534144;28
25276999;29348258;24
12382740;25346844;29
26555975;25205856;486
41437811;48512305;24
51345945;1177;22
36184135;42763042;22
57846937;32370614;23
69589815;47305845;39
29690457;38379853;22
125004421;31969346;32
29559271;53782768;51
91050183;30022666;34
29302425;46172262;27
43215063;32194285;29
91050183;460389;20
29302425;27797026;48
69589815;1711;41
29302425;26127512;64
34215577;26776509;24
25153764;40167434;42
34116496;37119411;107
31976785;33338722;48
37119411;37773477;24
41437811;48319873;28
30401645;34116496;24
29302425;63731512;138
29246653;23148107;22
36959676;41053835;41
23611958;40167434;20
30602036;31976785;33
38683579;38379853;25
28950133;31480508;49
35145657;41525215;20
25117353;37119411;115
42307767;48210134;29
12382740;36184135;26
38683579;29686754;21
41437811;52537634;74
23213239;45613675;21
40553536;30022666;22
31976785;37119411;110
35486195;43772432;33
57876954;30022666;20
43772432;32194285;21
32342123;77947518;35
51345945;50409684;57
33769500;24098496;51
460389;38379853;25
28673372;63731512;22
23553134;30666517;46
34168005;48210134;42
12382740;23783750;28
1388;786;40
29302425;4829;34
29559271;28772416;24
26858816;32194285;46
36164349;36959676;26
78019879;29559271;88
20629724;57846937;20
32194285;38379853;53
57846937;491;20
35238813;36184135;22
27895931;41437811;37
32194285;48946342;20
34483558;41538339;27
29559271;17655824;45
23213239;35113021;25
26555975;29559271;72
57846937;30277672;29
41437811;23213239;39
22781583;32041317;20
65960786;90730773;49
30315369;36507793;41
43215063;37119411;49
34199707;38379853;21
1388;28950133;28
24098496;34199707;41
33769500;4325149;22
26419239;29246653;24
11283947;33393308;39
28556858;36775085;33
24098496;34118551;42
24098496;33390409;20
38683579;33338722;41
23213239;32131490;20
34215577;33338722;24
78019879;31976785;66
43772432;48618580;32
113071474;30022666;25
41437811;53782768;38
41538339;34483558;25
36166073;28627911;38
22741624;30022666;21
43215063;40167434;22
1177;29559271;54
23626127;63731512;32
27797026;34116496;39
24098496;23213239;40
26669118;38683579;21
31480508;23213239;44
29302425;31516466;37
1388;29559271;42
31976785;23213239;35
33489538;37119411;36
41538339;24098496;28
1388;38415798;25
38683579;49840023;28
36166073;37119411;66
39009769;30022666;20
29686754;48618580;27
32439535;90730773;34
29559271;52537634;53
29348258;34483558;27
29559271;11283947;21
29302425;36045680;24
31920990;32194285;29
180554744;20845272;25
57846937;43776215;25
1177;39728801;22
29559271;48149358;28
32439535;34483558;23
22798006;36184135;76
26750264;30666517;27
41041067;20845272;25
29302425;38363244;29
40567146;48210134;20
36184135;43215063;20
30022666;32943546;49
26750264;43215063;20
28477986;31480508;29
35113021;40167434;25
30315369;30666517;34
23553134;72495085;27
24098496;42923159;27
31480508;65960786;25
108468;23482909;22
17655824;29559271;62
25346844;36941068;20
125004421;32041317;38
36166073;36164349;23
1388;29302425;32
36166073;35486195;44
57846937;41437811;59
38683579;55662720;25
25817269;28673372;21
35486195;37119411;72
30022666;12648877;26
36959676;34274053;23
37119411;45613675;40
26555975;29534144;67
29534144;45770903;21
34215577;45960892;27
56106344;26307864;22
31976785;41053835;28
36184135;43879004;33
36147615;39321576;44
22798006;28477986;35
25421850;29348258;35
40427933;38834885;35
65960786;346191;22
1388;15755094;23
33769500;15755094;38
39009769;90730773;37
26555975;33338722;21
43215063;29246653;22
24713873;25346844;47
26555975;34116496;73
29534144;30401645;39
1388;37119411;97
43879004;46117626;21
34137285;40167434;20
26858816;65960786;23
29559271;79863581;34
57846937;23148107;47
29686754;28950133;27
22798006;38683579;65
76477496;37119411;29
29246653;31480508;32
26858816;27797026;38
31976785;41538339;27
11283947;29559271;24
26555975;932;136
34199707;34483558;45
33080201;38233726;24
25153764;25505149;24
40202469;1388;26
34274053;49597365;26
41041067;48940689;26
23064236;26858816;20
36184135;42307767;37
26858816;35034571;21
30022666;31752409;29
22741624;29559271;22
34483558;38233726;29
27797026;34305040;23
26858816;29246653;24
36166073;40335272;22
29559271;46117626;28
33769500;25117353;50
26307864;34483558;45
41437811;30022666;83
65960786;52537634;30
1388;41525215;21
30401645;36047257;32
41538339;45613675;21
29246653;40498005;22
57846937;38683579;26
460389;48512305;28
460389;33769500;22
69589815;65464437;34
19799369;23213239;23
34116496;36147615;44
34199707;35349905;28
29302425;24089576;48
36166073;34378493;21
91050183;29559271;24
78019879;28950133;28
29534144;34168005;32
29246653;28950133;27
57846937;30022666;82
36184135;32194285;28
1177;33769500;34
65960786;24098496;40
34384434;40167434;26
42556983;45842880;23
37119411;90552903;30
30022666;45613675;41
22822305;56106344;22
33769500;38415798;30
40498005;41041067;28
36184135;37008294;32
24098496;46172262;28
29686754;39728801;27
26555975;15755094;83
25346844;15755094;42
36184135;41002749;30
29246653;31976785;31
29246653;32194285;60
6136139;34274053;28
34274053;45613675;29
25189523;26127512;20
33769500;36775085;36
28950133;34298047;28
23611958;33393308;23
28477986;29686754;28
29686754;29559271;27
39009769;40020627;27
23213239;25752703;26
2158488;20629724;21
26555975;40567146;20
29246653;36184135;53
43215063;36959676;28
1388;1177;46
460389;29686754;23
25421850;29246653;32
39321576;52905059;20
29534144;45613675;25
346191;30525261;20
23213239;40167434;42
35486195;48618580;42
460389;57846937;54
36959676;65960786;24
27121021;27653829;21
27895931;31480508;20
41437811;45938293;38
30022666;43879004;30
29686754;43772432;29
41774259;55157869;40
23213239;26307864;30
23213239;44781847;22
41818823;41827660;20
51345945;786;25
108468;32041317;36
107497838;29559271;25
38683579;41818823;22
22822305;76477496;43
40427933;34483558;21
25153764;29461256;25
25189523;27797026;28
36164349;28627911;22
29559271;34199707;51
22822305;36941068;22
34274053;38683579;67
1388;22781583;20
38683579;43772432;40
37119411;72495085;35
36775085;33489538;26
22741084;26127512;20
41437811;65960786;42
37119411;1388;27
29534144;34483558;35
34116496;62400590;21
26555975;30022666;73
57846937;36184135;25
26750264;40335272;34
36164349;90730773;23
38683579;15755094;40
34274053;91933860;28
28477986;26858816;23
34168005;30179770;20
40167434;17655824;39
113071474;39009769;20
23213239;30022666;79
34118551;36147615;22
1388;26858816;22
113071474;37119411;30
31480508;41538339;20
90730773;26307864;21
78019879;65464437;219
33338722;34384434;27
27797026;42307767;21
29246653;30525261;22
24565142;30666517;21
54566161;63731512;40
26858816;30277672;32
44781847;37119411;35
1177;34137285;20
460389;36147615;26
27725748;38834885;26
31764685;37119411;24
1177;26307864;22
31976785;36959676;28
27797026;38233726;26
23213239;30315369;22
27725748;38415798;35
73476;40167434;25
73476;23611958;20
12648877;17655824;24
23553134;37119411;69
90730773;15755094;21
1388;63731512;44
36166073;42092461;23
28556858;29559271;35
37119411;69563163;36
24713873;34215577;32
40202469;932;29
39009769;32194285;45
57846937;29534144;38
23170931;37119411;36
90730773;28950133;30
78019879;29686754;24
211437014;221635943;27
25117353;34483558;63
34274053;41818823;29
17655824;34274053;65
31976785;31480508;51
23783750;39236729;25
1177;932;100
11283947;30666517;33
22741084;33338722;20
103027469;15755094;21
33769500;26776509;22
30559917;34815360;32
38683579;32194285;53
69589815;932;183
460389;33080201;22
29534144;34116496;92
29534144;71960446;26
26776509;28627911;24
47679753;34274053;21
25346844;14897324;24
24098496;25817269;57
29559271;32370614;31
12382740;460389;26
24098496;42307767;28
34274053;37119411;201
12648877;15755094;20
30022666;14897324;20
460389;26776509;24
38683579;35486626;27
30022666;29246653;34
29348258;37119411;34
26858816;36147615;26
48319873;63731512;30
35349905;38379853;20
36184135;33338722;26
24098496;30559917;72
40427933;1711;95
29348258;41053835;23
29534144;40575907;38
47679753;37119411;32
57846937;33338722;36
78019879;25346844;42
29246653;20845272;26
30022666;27797026;39
26555975;39009769;28
22741084;27797026;28
25346844;31480508;38
346191;45938293;21
11283947;22822305;41
27895931;35983383;24
29302425;23482909;25
113071474;24098496;27
39009769;43772432;42
26555975;1388;60
23213239;33621085;46
25346844;32439535;31
40427933;786;36
25276999;29559271;23
36184135;14897324;21
38683579;34215577;28
31976785;15755094;35
36166073;34274053;39
29187511;32194285;25
107497838;32194285;21
11982368;32041317;39
36184135;33769500;22
29302425;34199707;50
28122932;51254145;24
29534144;48210134;20
29302425;42307767;35
39728801;45064245;22
17655824;36045680;21
29246653;26307864;22
28950133;79863581;25
1388;2599;104
35486195;40167434;31
33393308;77947518;39
460389;31976785;47
29302425;40498005;38
52537634;127661835;22
34305040;36775085;38
30179770;34274053;23
786;31976785;26
40167434;35486626;21
33621085;37119411;59
23482909;34116496;36
40498005;29559271;27
29302425;29461256;20
78019879;32370614;24
43879004;32194285;21
23213239;26858816;23
34168005;45613675;25
26555975;45842880;23
8830886;49388164;20
30558759;49388164;30
30447908;34483558;23
22798006;48946342;20
36166073;90730773;26
36147615;25153764;36
29534144;42307767;21
33769500;32194285;44
41525215;45770903;21
40167434;31935454;27
57846937;31976785;42
25679656;30022666;31
460389;38683579;41
26555975;25346844;37
31976785;40567146;40
33769500;20845272;32
25336774;31969346;27
32194285;33489538;48
20629724;24565142;41
29534144;48940689;35
1177;32439535;33
28627911;57846937;23
24086381;37119411;32
40427933;26555975;119
22798006;29559271;104
25817269;32708863;23
36166073;23164653;20
36184135;48940689;33
39321576;36775085;29
32194285;23213239;22
29518065;40167434;34
40167434;57846937;22
22822305;32194285;25
36166073;36959676;31
29573241;23783750;26
41437811;24098496;71
346191;29302425;38
29246653;39236729;24
19720218;33393308;30
32041317;36507793;62
26555975;31480508;37
25117353;42307767;22
22798006;56106344;62
23611958;26750264;26
20629724;35349905;27
26307864;32708863;29
24098496;25189523;45
29246653;53782768;20
113071474;6136139;21
1388;20629724;47
29302425;219407444;22
26419239;29435908;20
37119411;45012348;27
12382740;56106344;38
20629724;30315369;52
1388;34116496;27
35486626;63731512;42
24098496;66640066;27
57846937;30602036;60
26307864;38363244;27
29686754;40020627;20
33080201;34483558;52
460389;35145657;30
29518065;29559271;33
36047336;49597365;28
29302425;40500796;20
27895931;34215577;34
33393308;54530371;60
57846937;45745333;23
31480508;41437811;85
57846937;53782768;21
24098496;29348258;58
36184135;25117353;34
1388;3477;70
19799369;28950133;21
26555975;94;55
30022666;34274053;136
22798006;65960786;22
24098496;30022666;166
1711;1388;110
32194285;47118092;26
460389;29302425;47
57846937;45938293;21
57846937;28761941;20
460389;28673372;21
22798006;45064245;30
37119411;31076033;25
33769500;32439535;21
27725748;32708863;24
51016572;63731512;43
34168005;41041067;25
17655824;34116496;60
78019879;43879004;20
24098496;36045680;23
24098496;4325149;140
12382740;41041067;24
24713873;25153764;30
34215577;90730773;40
29559271;28673372;33
50409684;31076033;21
51345945;26555975;26
27895931;38379853;24
25346844;31636785;21
22822305;34215577;37
22822305;25276999;22
35349905;37119411;62
30022666;72495085;27
12648877;38834885;21
33769500;41053835;56
45842880;95814230;24
78019879;12648877;37
78019879;94;95
22741084;23475118;21
41437811;30525261;24
41437811;32194285;51
29302425;34168005;65
33769500;42763042;22
29534144;30022666;176
29573241;30602036;35
11982368;29534144;28
28950133;38834885;39
29246653;35486195;29
38683579;25153764;35
78019879;29573241;38
